time,scene_number,scene_name,character,quote,location,description
709,6,Hockey Tryouts,HOCKEY COACH,Line change ! Line change ! Change ! Change !,HOCKEY RINK,Riley struggle dribble puck
710,6,Hockey Tryouts,Diane,hide behind sofa like learn anything,HEADQUARTERS,Felipe frantically load memory holder spit like dodge ball Diane Angelo run cover holder spin furiously fling Felipe window Memories pelt
711,6,Hockey Tryouts,HOCKEY COACH,let pick !,HOCKEY RINK,Felipe frantically load memory holder spit like dodge ball Diane Angelo run cover holder spin furiously fling Felipe window Memories pelt
712,6,Hockey Tryouts,Angelo,!,HEADQUARTERS,Riley attempt slap puck miss trip
713,6,Hockey Tryouts,Felipe,breathe ! find happy place,HEADQUARTERS,Riley attempt slap puck miss trip
714,6,Hockey Tryouts,MOM,Riley wrong ?,HOCKEY RINK,mom stand concerned Riley head stand remove skate
715,6,Hockey Tryouts,RILEY,let go,HOCKEY RINK,mom stand concerned Riley head stand remove skate
716,6,Hockey Tryouts,MOM,go finish tryout ?,HOCKEY RINK,mom stand concerned Riley head stand remove skate
717,6,Hockey Tryouts,RILEY,point ?,HOCKEY RINK,mom stand concerned Riley head stand remove skate
718,6,Hockey Tryouts,MOM,hey alright let,HOCKEY RINK,mom stand concerned Riley head stand remove skate
719,6,Hockey Tryouts,RILEY,stop say everything alright !,HOCKEY RINK,mom stand concerned Riley head stand remove skate
720,6,Hockey Tryouts,Joyce,hockey ? oh love hockey give hockey,IMAGINATIONLAND,boom ! Joyce turn around watch hockey island crumble
721,6,Hockey Tryouts,Joyce,Bing Bong get station,IMAGINATIONLAND,Joyce pull HOCKEY core memory Riley first goal
722,6,Hockey Tryouts,BING BONG,sure thing way past Graham Cracker Castle hey weird Graham Cracker Castle use right wonder move ?,IMAGINATIONLAND,Joyce pull HOCKEY core memory Riley first goal
723,6,Hockey Tryouts,BING BONG,wow would swear Sparkle Pony Mountain right hey go ?,IMAGINATIONLAND,walk concern leave WAGON behind HIM
724,6,Hockey Tryouts,Joyce,yeah yeah dunno come back,IMAGINATIONLAND,walk concern leave WAGON behind HIM
725,6,Hockey Tryouts,BING BONG,Princess dream world !,IMAGINATIONLAND,walk concern leave WAGON behind HIM
726,6,Hockey Tryouts,BING BONG,oh ! Stuffed Animal Hall Fame !,IMAGINATIONLAND,wreck ball hit pink castle Glitter dust plume
727,6,Hockey Tryouts,BING BONG,rocket ! run wait ! Riley still use rocket ! still song power leave !! sing friend like play ?,IMAGINATIONLAND,riiip ! head bear come late Bing Bong notice construction worker carry away rocket
728,6,Hockey Tryouts,BING BONG,Nooo !!! ! ! ! take rocket dump ! Riley go moon ! ahhh !,IMAGINATIONLAND,ROCKET respond weakly propel forward worker toss onto junk pile bulldozer push pile towards cliff edge
729,6,Hockey Tryouts,BING BONG,Riley,IMAGINATIONLAND,go darkness
730,6,Hockey Tryouts,Joyce,hey go okay fix ! need get back headquarters way train station ?,IMAGINATIONLAND,Bing Bong sit stunned Joyce approach gingerly
731,6,Hockey Tryouts,BING BONG,still stunned whole trip plan,IMAGINATIONLAND,Bing Bong sit stunned Joyce approach gingerly
732,6,Hockey Tryouts,Joyce,hey ticklish huh ? come tickle monster,IMAGINATIONLAND,Joyce try another tactic
733,6,Hockey Tryouts,Joyce,hey ! Bing Bong look ! Dohoioih !,IMAGINATIONLAND,response
734,6,Hockey Tryouts,Joyce,oh fun game ! point train station go ! fun ? come let go train station !,IMAGINATIONLAND,make silly face nothing
735,6,Hockey Tryouts,Sandra,sit beside Bing Bong sorry take rocket take something love go forever,IMAGINATIONLAND,Joyce walk attempt lead
736,6,Hockey Tryouts,Joyce,Sandra make feel worse,IMAGINATIONLAND,Joyce walk attempt lead
737,6,Hockey Tryouts,Sandra,sorry,IMAGINATIONLAND,Joyce walk attempt lead
738,6,Hockey Tryouts,BING BONG,leave Riley,IMAGINATIONLAND,Joyce walk attempt lead
739,6,Hockey Tryouts,Sandra,bet Riley great adventure,IMAGINATIONLAND,Joyce walk attempt lead
740,6,Hockey Tryouts,BING BONG,wonderful fly back time breakfast twice day,IMAGINATIONLAND,Joyce walk attempt lead
741,6,Hockey Tryouts,Sandra,sound amazing bet Riley like,IMAGINATIONLAND,Joyce walk attempt lead
742,6,Hockey Tryouts,BING BONG,oh best friend,IMAGINATIONLAND,Joyce walk attempt lead
743,6,Hockey Tryouts,Sandra,yeah sad,IMAGINATIONLAND,Joyce walk attempt lead
744,6,Hockey Tryouts,BING BONG,okay stand train station way,IMAGINATIONLAND,Bing Bong put head Sandra shoulder cry Sandra keep arm around
745,6,Hockey Tryouts,Joyce,?,IMAGINATIONLAND,walk Joyce Sandra follow
746,6,Hockey Tryouts,Sandra,know sad listen,IMAGINATIONLAND,walk Joyce Sandra follow
747,6,Hockey Tryouts,BING BONG,hey train !,IMAGINATIONLAND,walk Joyce Sandra follow
748,6,Hockey Tryouts,Joyce,make ! finally go get home !,TRAIN CAR,trio climb aboard train move
749,6,Hockey Tryouts,Joyce,oh ! fact opinion look similar !,TRAIN CAR,twirl knock two box label fact opinion small object spill
750,6,Hockey Tryouts,BING BONG,eh worry happen time,TRAIN CAR,dump fact box
751,7,Dream Productions,Diane,scale one ten give day,HEADQUARTERS,Riley drop gear throw sleeping bag
752,7,Dream Productions,Angelo,well quit stand around DO something ?,HEADQUARTERS,Riley drop gear throw sleeping bag
753,7,Dream Productions,Diane,like genius ?,HEADQUARTERS,Riley drop gear throw sleeping bag
754,7,Dream Productions,Felipe,like quit !,HEADQUARTERS,Felipe enter suitcase
755,7,Dream Productions,Felipe,sure coward way coward gon na survive !,HEADQUARTERS,stomp recall button
756,7,Dream Productions,Diane,emotion quit genius,HEADQUARTERS,tube drop pummel Felipe dozen memory tube shut retract Felipe drop floor pain
757,7,Dream Productions,Diane,euch ! think suppose keep Riley happy,HEADQUARTERS,Felipe spit memory
758,7,Dream Productions,Angelo,wait minute wait minute !,HEADQUARTERS,Felipe spit memory
759,7,Dream Productions,Angelo,ah ha !,HEADQUARTERS,Angelo run back rummage idea
760,7,Dream Productions,Felipe,?,HEADQUARTERS,Angelo run back rummage idea
761,7,Dream Productions,Angelo,hold lightbulb oh nothing best idea ever,HEADQUARTERS,Angelo run back rummage idea
762,7,Dream Productions,Diane,?,HEADQUARTERS,Angelo run back rummage idea
763,7,Dream Productions,Angelo,good core memory make Minnesota Ergo go back Minnesota make ta-da !,HEADQUARTERS,Angelo run back rummage idea
764,7,Dream Productions,Felipe,wait say run away ?,HEADQUARTERS,Angelo run back rummage idea
765,7,Dream Productions,Angelo,well would call would call happy core memory Development Program,HEADQUARTERS,Angelo run back rummage idea
766,7,Dream Productions,Felipe,serious,HEADQUARTERS,Angelo run back rummage idea
767,7,Dream Productions,Angelo,hey life perfect mom Dad decide move San Fran Stinktown,HEADQUARTERS,Angelo run back rummage idea
768,7,Dream Productions,Felipe,mean drastic !,HEADQUARTERS,Angelo run back rummage idea
769,7,Dream Productions,Angelo,need remind great thing ? room ? back yard ? friend ?,HEADQUARTERS,Angelo run back rummage idea
770,7,Dream Productions,GUM MEMORY,tripledent gum make smile ! tripledent gum last,HEADQUARTERS,punch memory play screen
771,7,Dream Productions,Angelo,ask gum commercial ?!?! eject memory anyway better point,HEADQUARTERS,punch memory play screen
772,7,Dream Productions,Diane,consider Riley happier Minnesota,HEADQUARTERS,punch memory play screen
773,7,Dream Productions,Felipe,wait hold sleep something ?,HEADQUARTERS,punch memory play screen
774,7,Dream Productions,Angelo,Fine let sleep hey sure jolly fun-filled time around corner,HEADQUARTERS,punch memory play screen
775,7,Dream Productions,Joyce,Huh ?,LONG-TERM MEMORY,train slow stop
776,7,Dream Productions,Joyce,hey hey ! move ?,LONG-TERM MEMORY,engineer assistant hop engine
777,7,Dream Productions,TRAIN ENGINEER,Riley go sleep break,LONG-TERM MEMORY,engineer assistant hop engine
778,7,Dream Productions,Sandra,mean stick morning ?,LONG-TERM MEMORY,engineer assistant hop engine
779,7,Dream Productions,BING BONG,yeah train Thought run asleep,LONG-TERM MEMORY,engineer assistant hop engine
780,7,Dream Productions,Joyce,oh wait long !,LONG-TERM MEMORY,engineer assistant hop engine
781,7,Dream Productions,Sandra,wake ?,LONG-TERM MEMORY,engineer assistant hop engine
782,7,Dream Productions,Joyce,Sandra ridiculous could possibly,LONG-TERM MEMORY,engineer assistant hop engine
783,7,Dream Productions,Joyce,wake !?,LONG-TERM MEMORY,follow Sandra gaze spot DREAM production
784,7,Dream Productions,Sandra,great idea Joyce,LONG-TERM MEMORY,follow Sandra gaze spot DREAM production
785,7,Dream Productions,Joyce,thanks come !,LONG-TERM MEMORY,follow Sandra gaze spot DREAM production
786,7,Dream Productions,Joyce,whoa ! place huge,DREAM PRODUCTIONS,pan DREAM PRODUCTIONS GATE busy backlot
787,7,Dream Productions,Sandra,yeah look much smaller expect,DREAM PRODUCTIONS,pan DREAM PRODUCTIONS GATE busy backlot
788,7,Dream Productions,BING BONG,whoa ! fly ? love one !,DREAM PRODUCTIONS,walk past dream movie poster
789,7,Dream Productions,Joyce,Rainbow Unicorn ! RIGHT THERE !,DREAM PRODUCTIONS,Joyce spot Unicorn sit director chair
790,7,Dream Productions,Sandra,friend say famous want autograph,DREAM PRODUCTIONS,Joyce try play cool walk past
791,7,Dream Productions,Joyce,Sandra bother Miss Unicorn okay ? unicorn sorry outta town embarrassing right ?,DREAM PRODUCTIONS,Joyce try play cool walk past
792,7,Dream Productions,Joyce,love Fairy dream adventure part 7 okay bye love,DREAM PRODUCTIONS,push Sandra away Joyce pop back
793,7,Dream Productions,BING BONG,Huh wonder mean oh well let go !,DO NOT ENTER WHEN LIGHT FLASHING.,reach stage b sign red flash light read
794,7,Dream Productions,DREAM DIRECTOR,set classroom set ! today memory get lot work Riley dump best friend miserable day school quit hockey writer put together killer script !,BUS,worker scramble get ready production Director distribute script
795,7,Dream Productions,Felipe,grumble self Joyce Sandra go stupid dream duty,HEADQUARTERS,Felipe enter drinking tea
796,7,Dream Productions,Joyce,okay gon na wake ?,STAGE B,Joyce Sandra Bing Bong watch behind box
797,7,Dream Productions,Sandra,well wake sometimes scary dream could scare,STAGE B,Joyce Sandra Bing Bong watch behind box
798,7,Dream Productions,Joyce,Scare ? enough already,STAGE B,Joyce Sandra Bing Bong watch behind box
799,7,Dream Productions,Sandra,Joyce,STAGE B,Joyce Sandra Bing Bong watch behind box
800,7,Dream Productions,Joyce,Sandra may know way around know Riley ! gon na make happy wake exhilaration ! excite awake !,STAGE B,Joyce Sandra Bing Bong watch behind box
801,7,Dream Productions,Sandra,never happen,STAGE B,Joyce Sandra Bing Bong watch behind box
802,7,Dream Productions,Joyce,Ooh Riley love dog put !,STAGE B,Joyce spot nearby dog costume toss Sandra
803,7,Dream Productions,Sandra,think work,STAGE B,Joyce spot nearby dog costume toss Sandra
804,7,Dream Productions,Joyce,Bing Bong,STAGE B,Joyce spot nearby dog costume toss Sandra
805,7,Dream Productions,BING BONG,yeah ?,STAGE B,Joyce spot nearby dog costume toss Sandra
806,7,Dream Productions,Joyce,let anything happen,STAGE B,give satchel contain core memory
807,7,Dream Productions,BING BONG,get !,STAGE B,give satchel contain core memory
808,7,Dream Productions,DREAM DIRECTOR,mm hm add reality distortion filter,CLASSROOM,dream director check monitor
809,7,Dream Productions,DREAM DIRECTOR,love actor remember play camera everyone ! Riley camera ! makeup get,CLASSROOM,worker slip filter camera lens transform MIND worker replicate Riley classmate
810,7,Dream Productions,EXTRA,hello class begin today pop quiz count 90 final grade,CLASSROOM,union harp player strum dream start camera pov classroom set student desk extra playing Riley teacher read cue card badly
811,7,Dream Productions,Felipe,man one bad actress,HEADQUARTERS,union harp player strum dream start camera pov classroom set student desk extra playing Riley teacher read cue card badly
812,7,Dream Productions,EXTRA,want introduce new student Riley would like stand introduce ?,CLASSROOM,CUE CARD guy flip next card
813,7,Dream Productions,DREAM DIRECTOR,camera,CLASSROOM,CUE CARD guy flip next card
814,7,Dream Productions,DREAM DIRECTOR,cue Riley,CLASSROOM,camera adjust Riley stand
815,7,Dream Productions,RILEY VOICE,name Riley Andersen Minnesota live,CLASSROOM,CREW member clear throat read megaphone
816,7,Dream Productions,DREAM STUDENT #1,ew look ! tooth fall !,CLASSROOM,student point camera
817,7,Dream Productions,Felipe,dismissive Pff tooth fall use one let guess pants,HEADQUARTERS,crew member drop handful tooth front camera
818,7,Dream Productions,DREAM STUDENT #2,hey look ! come school pants !,ON THE SCREEN:,crew member drop handful tooth front camera
819,7,Dream Productions,Felipe,call !,ON THE SCREEN:,camera adjust reveal Riley bare leg Riley hand try block
820,7,Dream Productions,Joyce,Ready ?,STAGE B,Joyce Sandra dog costume wait go
821,7,Dream Productions,Sandra,think happy thing go work scare,STAGE B,Joyce Sandra dog costume wait go
822,7,Dream Productions,Joyce,follow lead go !,STAGE B,Joyce Sandra dog costume wait go
823,7,Dream Productions,DREAM DIRECTOR,flip script ?,CLASSROOM,run around playful circle Joyce make puppy noise
824,7,Dream Productions,Felipe,go ?,HEADQUARTERS,run around playful circle Joyce make puppy noise
825,7,Dream Productions,Joyce,bing Bong Psst ! go !,CLASSROOM,Riley sound sleep
826,7,Dream Productions,Joyce,Woo ! let party ! let dance Woo !,CLASSROOM,Bing Bong pull rope balloon drop ! colorful backdrop !
827,7,Dream Productions,Felipe,hey party !,HEADQUARTERS,Bing Bong pull rope balloon drop ! colorful backdrop !
828,7,Dream Productions,Sandra,Joyce work,CLASSROOM,stage Joyce Sandra run circle bark
829,7,Dream Productions,Joyce,Huh ? Sandra ?! come back !,CLASSROOM,Joyce run Sandra
830,7,Dream Productions,Felipe,dream dream dream,HEADQUARTERS,screen front half dog chase rear half
831,7,Dream Productions,DREAM DIRECTOR,try wake ! call security !,CLASSROOM,Riley stir sleep
832,7,Dream Productions,BING BONG,Hi Riley ! friend like play ? Bing Bong Bing Bong !,HEADQUARTERS,Bing Bong appear screen
833,7,Dream Productions,Felipe,Bing Bong ?,HEADQUARTERS,Bing Bong appear screen
834,7,Dream Productions,Joyce,Sandra ! ruin dream ! scare !,CLASSROOM,Bing Bong slip tip set wall
835,7,Dream Productions,Sandra,look work !,CLASSROOM,Bing Bong slip tip set wall
836,7,Dream Productions,Joyce,whoa !,CLASSROOM,SLEEP indicator start tip Joyce eye widen
837,7,Dream Productions,DREAM DIRECTOR,Security part dream ! get !,CLASSROOM,anything Security enter
838,7,Dream Productions,DREAM PRODUCTIONS COP #1,stop right !,CLASSROOM,Sandra pull Joyce harm way guard GRAB Bing Bong
839,7,Dream Productions,BING BONG,ow ! hey !,CLASSROOM,Sandra pull Joyce harm way guard GRAB Bing Bong
840,7,Dream Productions,DREAM DIRECTOR,camera operator pan away ! Pan away !,CLASSROOM,Sandra pull Joyce harm way guard GRAB Bing Bong
841,7,Dream Productions,Felipe,Booooo ! pick plot line !,HEADQUARTERS,camera pan away Rainbow Unicorn make giant cupcake platter craft service table
842,7,Dream Productions,BING BONG,ow ! ow ! Cut ow ! please ! like candy ? look hungry get candy ! please ! ow ow ow,STAGE B,Joyce Sandra exit Stage
843,7,Dream Productions,Joyce,go core memory !,STAGE B,Joyce Sandra watch Bing Bong drag far dark menacing entry subconscious
844,7,Dream Productions,BING BONG,go scared dark please !,STAGE B,door open spooky light spill
845,7,Dream Productions,Joyce,place ?,SUBCONSCIOUS STAIRS,throw door slam shut Joyce Sandra head long stairway
846,7,Dream Productions,Sandra,hushed tone Subconscious take troublemaker,SUBCONSCIOUS STAIRS,throw door slam shut Joyce Sandra head long stairway
847,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,hat feel loose,SUBCONSCIOUS GATE,Joyce Sandra hide two clueless guard block gate
848,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,let see,SUBCONSCIOUS GATE,Joyce Sandra hide two clueless guard block gate
849,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,get hat ? hat ?,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
850,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,yeah hat,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
851,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,sure ? know look label,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
852,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,yeah say hat,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
853,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,wait say hat ?,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
854,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,hat say,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
855,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,write hat,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
856,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,talk ?,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
857,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,get hat,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
858,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,okay handwriting,SUBCONSCIOUS GATE,Sandra lead Joyce around behind guard
859,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,hey ! !,SUBCONSCIOUS GATE,Sandra loudly shake door
860,7,Dream Productions,Sandra,oh ! catch ! Heh,SUBCONSCIOUS GATE,Sandra loudly shake door
861,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,get back ! escape !,SUBCONSCIOUS GATE,Sandra loudly shake door
862,7,Dream Productions,Sandra,like keep Riley darkest fear,SUBCONSCIOUS CAVE,Joyce give Sandra approve nod nice work head forward place spooky
863,7,Dream Productions,Joyce,broccoli !,SUBCONSCIOUS CAVE,Joyce spot dark shape ahead
864,7,Dream Productions,Sandra,stair basement !,SUBCONSCIOUS CAVE,behind
865,7,Dream Productions,Joyce,Grandma vacuum cleaner !,SUBCONSCIOUS CAVE,scamper away like frightened mouse
866,7,Dream Productions,Joyce,catch breath okay come,SUBCONSCIOUS CAVE,vacuum give chase Joyce Sandra lose hide behind rock
867,7,Dream Productions,Joyce,would walk quieter ?,SUBCONSCIOUS CAVE,Sandra make loud crinkling noise step
868,7,Dream Productions,Sandra,try !,SUBCONSCIOUS CAVE,Sandra make loud crinkling noise step
869,7,Dream Productions,Joyce,go look candy wrapper,SUBCONSCIOUS CAVE,Sandra make loud crinkling noise step
870,7,Dream Productions,Joyce,Bing Bong !,SUBCONSCIOUS CAVE,cry Bing Bong balloon cage atop large mound
871,7,Dream Productions,BING BONG,Joyce ?,SUBCONSCIOUS CAVE,cry Bing Bong balloon cage atop large mound
872,7,Dream Productions,Joyce,,SUBCONSCIOUS CAVE,cry Bing Bong balloon cage atop large mound
873,7,Dream Productions,BING BONG,shhhhh ! point,SUBCONSCIOUS CAVE,cry Bing Bong balloon cage atop large mound
874,7,Dream Productions,Joyce,terrify Jangles,SUBCONSCIOUS CAVE,stand front giant sleep clown
875,7,Dream Productions,JANGLES,talk sleep birthday girl birthday girl,SUBCONSCIOUS CAVE,stand front giant sleep clown
876,7,Dream Productions,Joyce,core memory ?,SUBCONSCIOUS CAVE,gingerly approach Jangles Joyce climb bing Bong
877,7,Dream Productions,BING BONG,care candy !,SUBCONSCIOUS CAVE,give satchel Joyce hold close
878,7,Dream Productions,BING BONG,! let get train,SUBCONSCIOUS CAVE,Joyce help Bing Bong squeeze balloon-bar make loud twist noise Jangles stir Joyce freeze stretch success ! Joyce Bing Bong hurry trio rush away
879,7,Dream Productions,Joyce,wait train run still wake Riley,SUBCONSCIOUS CAVE,Joyce help Bing Bong squeeze balloon-bar make loud twist noise Jangles stir Joyce freeze stretch success ! Joyce Bing Bong hurry trio rush away
880,7,Dream Productions,Sandra,?,SUBCONSCIOUS CAVE,Joyce help Bing Bong squeeze balloon-bar make loud twist noise Jangles stir Joyce freeze stretch success ! Joyce Bing Bong hurry trio rush away
881,7,Dream Productions,BING BONG,oh,SUBCONSCIOUS CAVE,Joyce Sandra look back clown
882,7,Dream Productions,Joyce,loudly h-hhey Sandra hear ?,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
883,7,Dream Productions,Sandra,Ohhhh yeah yes Joyce ! ba bahh birthday party ?,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
884,7,Dream Productions,JANGLES,say birthday ?,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
885,7,Dream Productions,Joyce,go cake present,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
886,7,Dream Productions,Sandra,game balloon,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
887,7,Dream Productions,JANGLES,pull giant mallet birthday ?!?!,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
888,7,Dream Productions,Joyce,okay follow !,SUBCONSCIOUS CAVE,together Joyce Sandra approach Jangles HONK nose eye open stand HUGE tower
889,7,Dream Productions,Joyce,nothing like good scare wake right ?,SUBCONSCIOUS CAVE,three run towards gate follow giant clown !
890,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,okay handwriting,SUBCONSCIOUS GATE,guard inspect hat
891,7,Dream Productions,SUBCONSCIOUS GUARD DAVE,handwrit write !,SUBCONSCIOUS GATE,guard inspect hat
892,7,Dream Productions,SUBCONSCIOUS GUARD FRANK,THIS one handwriting,SUBCONSCIOUS GATE,guard inspect hat
893,7,Dream Productions,JANGLES,birthday girl ?!?!,STAGE B,set begin shake blaaam ! Jangles crash
894,7,Dream Productions,BING BONG,come let go !,STAGE B,meter read AWAKE Joyce Sandra happy dance
895,7,Dream Productions,Joyce,ha ha ! make !,TRAIN STATION,trio leap aboard train pick speed
896,7,Dream Productions,Sandra,whoo-hoo ! ha ha !,TRAIN STATION,trio leap aboard train pick speed
897,7,Dream Productions,Joyce,guess way headquarters ?!,TRAIN STATION,trio leap aboard train pick speed
898,7,Dream Productions,Sandra,!,TRAIN STATION,Joyce grab Sandra pick celebration
899,8,Fall in Memory Dump,Diane,go ?,HEADQUARTERS,Angelo Diane come look tired rumpled
900,8,Fall in Memory Dump,Angelo,,HEADQUARTERS,Angelo Diane come look tired rumpled
901,8,Fall in Memory Dump,Felipe,huddle floor school naked dog back half chase see Bing Bong,HEADQUARTERS,Angelo Diane come look tired rumpled
902,8,Fall in Memory Dump,Angelo,idiot ! dream ! ridiculous even get good night sleep anymore Time take action,HEADQUARTERS,Angelo Diane come look tired rumpled
903,8,Fall in Memory Dump,Angelo,stupid mom Dad move none would happen ?,HEADQUARTERS,go get Idea Bulb hold earlier
904,8,Fall in Memory Dump,Diane,yeah let,HEADQUARTERS,Felipe stammer nervously Angelo look Diane
905,8,Fall in Memory Dump,Angelo,take turn back,HEADQUARTERS,Riley get idea take computer
906,8,Fall in Memory Dump,Diane,gon na get Minnesota ?,HEADQUARTERS,Riley get idea take computer
907,8,Fall in Memory Dump,Angelo,well go elephant lot rent elephant ?,HEADQUARTERS,Riley get idea take computer
908,8,Fall in Memory Dump,Felipe,hey ! sound nice !,HEADQUARTERS,Riley get idea take computer
909,8,Fall in Memory Dump,Angelo,take bus nitwit !,HEADQUARTERS,Riley get idea take computer
910,8,Fall in Memory Dump,Angelo,bus leave tomorrow Perfect,HEADQUARTERS,laptop Riley pull Transway Bus Lines website
911,8,Fall in Memory Dump,Diane,ticket cost money get money ?,HEADQUARTERS,laptop Riley pull Transway Bus Lines website
912,8,Fall in Memory Dump,Angelo,mom purse,HEADQUARTERS,laptop Riley pull Transway Bus Lines website
913,8,Fall in Memory Dump,Diane,would,HEADQUARTERS,laptop Riley pull Transway Bus Lines website
914,8,Fall in Memory Dump,Angelo,oh would see last ?,HEADQUARTERS,laptop Riley pull Transway Bus Lines website
915,8,Fall in Memory Dump,GUM MEMORY,tripledent gum,HEADQUARTERS,punch memory come play
916,8,Fall in Memory Dump,Angelo,NOOOO !!! slam fist cancel memory downstairs somewhere mom Dad get mess pay get,HEADQUARTERS,punch memory come play
917,8,Fall in Memory Dump,BING BONG,huh ? nice ? see everything ! look inductive reasoning Deja Vu language processing ! Deja Vu critical think ! Deja Vu hey look guy ! Memories !,MIND WORLD,train speed ahead trio look train door
918,8,Fall in Memory Dump,Joyce,hey good idea scare Riley awake bad,MIND WORLD,Bing Bong duck inside train Joyce look Sandra
919,8,Fall in Memory Dump,Sandra,really ?,MIND WORLD,Bing Bong duck inside train Joyce look Sandra
920,8,Fall in Memory Dump,Joyce,nice work,MIND WORLD,Bing Bong duck inside train Joyce look Sandra
921,8,Fall in Memory Dump,Joyce,wait get old Riley back soon get go fix whole mess,MIND WORLD,Joyce turn sit crate inside train
922,8,Fall in Memory Dump,BING BONG,Whoa Riley ?,MIND WORLD,Bing Bong look memory
923,8,Fall in Memory Dump,BING BONG,big fit rocket gon na get moon ?,MIND WORLD,recent memory Riley hoist air teammate
924,8,Fall in Memory Dump,Joyce,take memory oh time twisty tree remember ? hockey team show mom Dad cheer look fun laughing love one,MIND WORLD,recent memory Riley hoist air teammate
925,8,Fall in Memory Dump,Sandra,Mmm love one,MIND WORLD,recent memory Riley hoist air teammate
926,8,Fall in Memory Dump,Joyce,Atta girl ! get !,MIND WORLD,recent memory Riley hoist air teammate
927,8,Fall in Memory Dump,Sandra,yeah day Prairie Dogs lose big playoff game Riley miss win shot feel awful want quit,MIND WORLD,recent memory Riley hoist air teammate
928,8,Fall in Memory Dump,Sandra,sorry go sad ?,MIND WORLD,Joyce smile fade
929,8,Fall in Memory Dump,Joyce,tell ya keep work get back okay ?,MIND WORLD,Joyce smile fade
930,8,Fall in Memory Dump,Sandra,okay,MIND WORLD,Joyce smile fade
931,8,Fall in Memory Dump,MOM,phone understand move van even go Texas ?,SAN FRANCISCO HOUSE,Riley sneak stair mom phone kitchen back Riley
932,8,Fall in Memory Dump,MOM,multiple customer ?,SAN FRANCISCO HOUSE,Riley spot mom purse table
933,8,Fall in Memory Dump,MOM,well promise delivery fifth uh-huh,SAN FRANCISCO HOUSE,Riley open purse
934,8,Fall in Memory Dump,MOM,still phone excuse way rush ?,SAN FRANCISCO HOUSE,Riley take mom credit card pause really ? suddenly mom turn Riley panic mom look empty room
935,8,Fall in Memory Dump,WORKER #1,look OUT !,TRAIN CAR,Honesty Island crash train track Joyce Sandra Bing Bong scream worker see train fall towards
936,8,Fall in Memory Dump,BING BONG,hold !,TRAIN CAR,train crash onto cliffside slip towards edge Joyce struggle get floor pitch
937,8,Fall in Memory Dump,Joyce,way home ! lose another island happen ?,TRAIN CAR,worker grab Joyce Sandra Bing Bong train slide cliff drop dump Joyce look towards headquarters
938,8,Fall in Memory Dump,WORKER #1,hear ? Riley run away,TRAIN CAR,worker grab Joyce Sandra Bing Bong train slide cliff drop dump Joyce look towards headquarters
939,8,Fall in Memory Dump,Joyce,?!,TRAIN CAR,worker grab Joyce Sandra Bing Bong train slide cliff drop dump Joyce look towards headquarters
940,8,Fall in Memory Dump,Felipe,wait wait hang guy really ? mean serious,HEADQUARTERS,Felipe drive
941,8,Fall in Memory Dump,Angelo,look core memory want Riley happy ? let get back Minnesota make,HEADQUARTERS,Angelo push Felipe aside work console
942,8,Fall in Memory Dump,Sandra,hurry still stop point,LONG-TERM MEMORY,Riley worried face go angry pack exit
943,8,Fall in Memory Dump,Joyce,Family Island let go !,LONG-TERM MEMORY,Riley worried face go angry pack exit
944,8,Fall in Memory Dump,Sandra,Joyce ! Joyce ! dangerous ! make time !,LONG-TERM MEMORY,Family Island shake crumble
945,8,Fall in Memory Dump,Joyce,way back !,LONG-TERM MEMORY,Family Island shake crumble
